,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
212,Brooklyn Nets,New Orleans Pelicans,36,43,36,24,33,26,23,29,08.04.2021
213,Atlanta Hawks,New Orleans Pelicans,25,36,46,16,29,32,29,17,07.04.2021
214,Houston Rockets,New Orleans Pelicans,27,32,33,23,38,32,19,33,05.04.2021
215,New Orleans Pelicans,Atlanta Hawks,34,20,25,24,28,27,39,32,03.04.2021
216,New Orleans Pelicans,Orlando Magic,26,19,31,25,27,25,19,30,"02.04.2021
AOT"
217,Boston Celtics,New Orleans Pelicans,27,28,26,28,32,32,24,27,30.03.2021
218,New Orleans Pelicans,Dallas Mavericks,35,18,27,32,20,33,25,25,28.03.2021
219,New Orleans Pelicans,Denver Nuggets,33,30,23,22,26,28,31,28,27.03.2021
220,New Orleans Pelicans,Los Angeles Lakers,32,27,43,26,29,17,30,35,24.03.2021
221,Denver Nuggets,New Orleans Pelicans,30,21,29,28,22,36,25,30,21.03.2021
222,Portland Trail Blazers,New Orleans Pelicans,31,26,20,24,23,25,22,23,19.03.2021
223,Portland Trail Blazers,New Orleans Pelicans,28,22,32,43,34,30,31,29,17.03.2021
224,New Orleans Pelicans,Los Angeles Clippers,36,31,43,25,24,33,26,32,15.03.2021
225,New Orleans Pelicans,Cleveland Cavaliers,34,35,24,23,29,19,9,25,13.03.2021
226,New Orleans Pelicans,Minnesota Timberwolves,34,26,22,23,27,40,38,30,12.03.2021
227,New Orleans Pelicans,Miami Heat,15,30,25,23,31,24,22,26,05.03.2021
228,New Orleans Pelicans,Chicago Bulls,25,20,34,45,26,38,32,32,04.03.2021
229,New Orleans Pelicans,Utah Jazz,26,33,40,30,23,41,24,36,02.03.2021
230,San Antonio Spurs,New Orleans Pelicans,33,34,26,24,32,29,22,31,28.02.2021
231,Milwaukee Bucks,New Orleans Pelicans,35,34,34,26,31,37,35,22,26.02.2021
232,New Orleans Pelicans,Detroit Pistons,33,31,32,32,39,30,27,22,25.02.2021
233,New Orleans Pelicans,Boston Celtics,28,19,27,34,30,33,24,21,"21.02.2021
AOT"
234,New Orleans Pelicans,Phoenix Suns,34,32,36,12,33,26,32,41,20.02.2021
235,New Orleans Pelicans,Portland Trail Blazers,30,39,22,33,35,24,35,32,18.02.2021
236,Memphis Grizzlies,New Orleans Pelicans,32,26,23,32,29,34,38,43,17.02.2021
237,Detroit Pistons,New Orleans Pelicans,30,34,33,26,40,22,27,23,15.02.2021
238,Dallas Mavericks,New Orleans Pelicans,27,42,39,35,34,31,36,29,13.02.2021
239,Chicago Bulls,New Orleans Pelicans,44,22,40,23,34,40,14,28,11.02.2021
